date,city,ad_channel,cost,number_of_clients
2023-09-04,Санкт-Петербург,facebook,4761.68,42
2023-09-05,Москва,influencers,4924.75,52
2023-09-01,Москва,tv,3773.0,44
2023-09-01,Москва,tv,613.21,19
2023-09-03,Казань,youtube,4426.24,21
2023-09-02,Москва,google,1507.51,38
2023-09-04,Санкт-Петербург,facebook,3714.87,3
2023-09-02,Санкт-Петербург,youtube,2704.94,88
2023-09-05,Челябинск,tv,694.09,24
2023-09-05,Санкт-Петербург,influencers,1414.36,3
2023-09-02,Москва,influencers,4777.58,23
2023-09-02,Москва,instagram,1233.17,75
2023-09-03,Казань,influencers,1260.28,29
2023-09-03,Санкт-Петербург,google,3106.5,27
2023-09-05,Москва,youtube,2113.21,1
2023-09-04,Москва,tv,3693.36,68
2023-09-02,Москва,facebook,2881.7,20
2023-09-03,Челябинск,google,1345.83,75
2023-09-01,Москва,youtube,1352.9,98
2023-09-02,Москва,influencers,352.67,37
2023-09-01,Москва,youtube,645.28,42
2023-09-05,Москва,google,3271.13,21
2023-09-01,Новосибирск,tv,1108.22,10
2023-09-01,Москва,instagram,3686.37,10
2023-09-04,Новосибирск,influencers,4306.81,88
2023-09-01,Санкт-Петербург,tv,2709.13,74
2023-09-03,Москва,influencers,2211.11,18
2023-09-05,Москва,tv,2802.72,31
2023-09-02,Москва,facebook,2890.57,48
2023-09-04,Москва,instagram,2566.16,90
2023-09-04,Санкт-Петербург,facebook,615.05,12
2023-09-02,Москва,instagram,3813.55,22
2023-09-04,Москва,youtube,4501.99,41
2023-09-02,Екатеринбург,facebook,1235.64,15
2023-09-04,Москва,instagram,2890.89,37
2023-09-02,Санкт-Петербург,youtube,4594.23,18
2023-09-03,Москва,instagram,581.13,43
2023-09-03,Москва,influencers,3216.05,13
2023-09-04,Москва,google,1523.75,3
2023-09-05,Казань,influencers,867.05,43
2023-09-01,Москва,tv,2436.68,88
2023-09-02,Челябинск,influencers,1064.98,19
2023-09-04,Москва,influencers,2506.97,20
2023-09-01,Санкт-Петербург,instagram,3801.78,1
2023-09-05,Москва,influencers,1123.43,86
2023-09-02,Москва,influencers,261.68,64
2023-09-01,Москва,youtube,473.87,17
2023-09-05,Санкт-Петербург,influencers,1183.37,30
2023-09-02,Москва,tv,4748.18,98
2023-09-05,Санкт-Петербург,influencers,3075.11,85
2023-09-03,Санкт-Петербург,instagram,3931.9,84
2023-09-01,Москва,google,4130.81,67
2023-09-03,Москва,google,1498.36,8
2023-09-05,Москва,tv,4949.47,79
2023-09-02,Санкт-Петербург,tv,4637.67,20
2023-09-03,Москва,google,4763.04,70
2023-09-02,Нижний Новгород,influencers,957.55,5
2023-09-03,Санкт-Петербург,instagram,3940.49,98
2023-09-05,Нижний Новгород,influencers,1065.53,13
2023-09-03,Москва,tv,892.87,96
2023-09-02,Москва,influencers,1342.88,9
2023-09-04,Москва,tv,3569.22,35
2023-09-05,Москва,facebook,2255.69,67
2023-09-01,Санкт-Петербург,youtube,4135.2,62
2023-09-04,Самара,facebook,1132.2,81
2023-09-04,Москва,tv,3399.94,80
2023-09-05,Москва,instagram,4443.31,65
2023-09-01,Москва,facebook,1113.05,16
2023-09-02,Москва,youtube,4957.8,4
2023-09-05,Санкт-Петербург,instagram,1351.36,6
2023-09-02,Ростов-на-Дону,influencers,4780.58,25
2023-09-02,Москва,youtube,1697.18,99
2023-09-04,Москва,google,1911.04,97
2023-09-03,Екатеринбург,instagram,547.44,19
2023-09-03,Санкт-Петербург,instagram,799.69,100
2023-09-03,Москва,instagram,936.14,78
2023-09-01,Москва,google,1122.01,57
2023-09-03,Москва,facebook,4603.13,15
2023-09-02,Москва,facebook,571.12,15
2023-09-01,Екатеринбург,youtube,282.11,3
2023-09-01,Москва,tv,4784.27,31
2023-09-04,Москва,facebook,4901.66,59
2023-09-01,Казань,youtube,2665.89,13
2023-09-02,Казань,facebook,893.75,57
2023-09-05,Москва,tv,3237.68,39
2023-09-05,Москва,instagram,2782.51,60
2023-09-05,Санкт-Петербург,instagram,1008.66,3
2023-09-02,Санкт-Петербург,youtube,2259.21,28
2023-09-02,Москва,facebook,1514.09,36
2023-09-04,Санкт-Петербург,instagram,3021.25,88
2023-09-05,Санкт-Петербург,facebook,3022.56,72
2023-09-04,Санкт-Петербург,influencers,175.33,69
2023-09-02,Москва,youtube,3924.46,14
2023-09-05,Москва,google,462.82,51
2023-09-01,Москва,tv,3668.86,39
2023-09-05,Москва,instagram,3679.92,37
2023-09-04,Челябинск,facebook,3299.09,43
2023-09-03,Москва,influencers,881.85,47
2023-09-04,Санкт-Петербург,google,3969.24,8
2023-09-04,Санкт-Петербург,instagram,1840.39,88
2023-09-02,Москва,influencers,4204.26,50
2023-09-02,Москва,tv,3851.97,17
2023-09-02,Москва,influencers,4287.34,93
2023-09-04,Москва,tv,1877.82,74
2023-09-01,Санкт-Петербург,youtube,181.84,43
2023-09-03,Санкт-Петербург,facebook,2528.33,97
2023-09-04,Санкт-Петербург,facebook,4201.74,82
2023-09-02,Москва,influencers,2752.66,67
2023-09-02,Санкт-Петербург,youtube,1965.1,66
2023-09-02,Санкт-Петербург,youtube,4615.56,63
2023-09-03,Москва,instagram,2911.6,19
2023-09-01,Нижний Новгород,influencers,410.48,49
2023-09-03,Москва,influencers,2342.66,15
2023-09-03,Санкт-Петербург,facebook,1336.66,61
2023-09-02,Москва,google,1198.47,71
2023-09-03,Ростов-на-Дону,tv,3987.97,28
2023-09-01,Самара,instagram,3334.36,33
2023-09-03,Самара,tv,314.01,6
2023-09-04,Москва,influencers,4224.53,14
2023-09-04,Санкт-Петербург,google,1298.47,7
2023-09-02,Москва,google,2326.56,94
2023-09-01,Москва,instagram,4334.43,21
2023-09-04,Москва,youtube,1457.95,99
2023-09-02,Москва,influencers,2562.34,40
2023-09-02,Новосибирск,facebook,2044.72,72
2023-09-04,Уфа,google,937.77,50
2023-09-01,Казань,influencers,2649.43,7
2023-09-02,Москва,tv,4815.35,40
2023-09-03,Санкт-Петербург,google,3679.32,30
2023-09-04,Санкт-Петербург,facebook,2734.99,48
2023-09-05,Москва,google,2335.45,84
2023-09-04,Москва,facebook,2929.53,73
2023-09-05,Москва,instagram,4490.22,51
2023-09-05,Москва,instagram,3082.75,53
2023-09-04,Санкт-Петербург,influencers,625.2,63
2023-09-02,Казань,tv,1557.57,54
2023-09-05,Санкт-Петербург,influencers,4516.77,48
2023-09-05,Екатеринбург,youtube,4017.49,47
2023-09-05,Москва,facebook,2699.34,50
2023-09-05,Москва,google,1419.44,21
2023-09-01,Санкт-Петербург,instagram,460.77,25
2023-09-03,Санкт-Петербург,tv,2791.42,25
2023-09-04,Омск,influencers,4692.5,80
2023-09-03,Санкт-Петербург,google,1660.88,24
2023-09-01,Санкт-Петербург,youtube,2411.85,68
2023-09-01,Казань,google,1175.57,33
2023-09-03,Москва,youtube,130.99,86
2023-09-01,Москва,instagram,3595.86,26
2023-09-03,Санкт-Петербург,tv,203.27,70
2023-09-04,Москва,instagram,1038.09,27
2023-09-02,Москва,tv,3238.59,29
2023-09-03,Новосибирск,tv,4899.07,21
2023-09-02,Казань,google,3937.92,8
2023-09-01,Москва,instagram,1177.65,6
2023-09-04,Москва,tv,3436.18,29
2023-09-02,Самара,google,4133.6,24
2023-09-01,Челябинск,tv,2038.61,15
2023-09-03,Санкт-Петербург,youtube,226.65,43
2023-09-03,Ростов-на-Дону,google,2700.93,53
2023-09-01,Москва,facebook,2798.94,37
2023-09-02,Санкт-Петербург,google,1749.34,92
2023-09-04,Москва,facebook,2797.24,30
2023-09-03,Санкт-Петербург,influencers,2054.63,32
2023-09-02,Санкт-Петербург,google,1757.71,66
2023-09-01,Ростов-на-Дону,youtube,1330.49,74
2023-09-04,Москва,influencers,1603.93,83
2023-09-03,Москва,instagram,3844.5,73
2023-09-05,Москва,facebook,1791.78,51
2023-09-02,Москва,instagram,3670.42,35
2023-09-05,Москва,youtube,2557.12,37
2023-09-02,Омск,influencers,750.66,50
2023-09-01,Москва,facebook,4266.04,10
2023-09-03,Москва,facebook,2091.55,18
2023-09-01,Москва,tv,1239.47,65
2023-09-05,Москва,tv,4186.32,21
2023-09-04,Санкт-Петербург,influencers,1887.92,95
2023-09-03,Москва,influencers,2132.48,37
2023-09-03,Казань,instagram,1770.98,55
2023-09-04,Москва,youtube,3983.48,72
2023-09-01,Санкт-Петербург,influencers,4435.18,9
2023-09-04,Казань,tv,1330.72,77
2023-09-03,Санкт-Петербург,tv,429.72,10
2023-09-02,Казань,instagram,4285.1,50
2023-09-05,Москва,google,4377.44,95
2023-09-05,Москва,instagram,372.72,29
2023-09-01,Новосибирск,instagram,4678.02,89
2023-09-01,Самара,instagram,4290.17,8
2023-09-03,Москва,google,3760.05,66
2023-09-05,Москва,youtube,3858.36,55
2023-09-04,Уфа,youtube,448.25,53
2023-09-02,Москва,youtube,2294.54,10
2023-09-05,Самара,tv,1268.88,98
2023-09-02,Москва,google,2557.98,82
2023-09-05,Санкт-Петербург,tv,1741.75,96
2023-09-05,Санкт-Петербург,influencers,2239.52,23
2023-09-04,Уфа,instagram,4430.79,85
2023-09-02,Нижний Новгород,google,4747.19,22
2023-09-03,Санкт-Петербург,tv,3002.42,11
2023-09-04,Москва,youtube,1993.07,55
2023-09-02,Москва,influencers,2997.83,58
2023-09-04,Москва,influencers,4396.47,24
2023-09-01,Санкт-Петербург,influencers,2403.87,100
2023-09-02,Санкт-Петербург,influencers,3456.92,17
2023-09-05,Москва,instagram,3791.53,83
2023-09-01,Санкт-Петербург,google,2272.02,88
2023-09-04,Нижний Новгород,facebook,2759.84,49
2023-09-02,Ростов-на-Дону,youtube,4857.36,74
2023-09-03,Москва,tv,691.38,93
2023-09-02,Москва,tv,1596.54,52
2023-09-01,Санкт-Петербург,instagram,856.58,15
2023-09-04,Москва,google,1446.11,39
2023-09-01,Челябинск,google,2292.21,55
2023-09-02,Москва,tv,1360.46,49
2023-09-02,Новосибирск,tv,283.27,77
2023-09-03,Москва,influencers,4008.29,53
2023-09-05,Москва,instagram,4201.36,28
2023-09-05,Москва,facebook,2594.91,59
2023-09-03,Новосибирск,youtube,1487.1,57
2023-09-03,Санкт-Петербург,facebook,2103.87,12
2023-09-01,Санкт-Петербург,google,3437.11,50
2023-09-03,Москва,google,4975.27,65
2023-09-03,Москва,google,2960.73,96
2023-09-05,Москва,instagram,333.12,35
2023-09-04,Новосибирск,tv,3659.32,22
2023-09-04,Санкт-Петербург,facebook,1683.74,27
2023-09-01,Москва,instagram,1807.84,34
2023-09-05,Москва,tv,4717.01,80
2023-09-02,Москва,instagram,2419.42,50
2023-09-02,Москва,instagram,3201.39,13
2023-09-04,Москва,tv,396.71,6
2023-09-05,Москва,google,1021.6,82
2023-09-04,Москва,tv,3765.97,24
2023-09-05,Санкт-Петербург,google,3698.86,5
2023-09-05,Москва,facebook,3247.59,79
2023-09-04,Уфа,tv,3817.55,14
2023-09-05,Санкт-Петербург,facebook,1236.39,49
2023-09-04,Москва,facebook,717.49,83
2023-09-02,Москва,google,669.75,22
2023-09-05,Москва,tv,3857.64,47
2023-09-02,Москва,google,3735.54,49
2023-09-05,Москва,facebook,432.32,52
2023-09-03,Москва,instagram,1395.75,63
2023-09-04,Нижний Новгород,youtube,533.59,65
2023-09-01,Москва,instagram,3069.08,5
2023-09-03,Москва,youtube,3881.63,36
2023-09-05,Казань,instagram,4268.33,60
2023-09-01,Москва,google,2956.2,32
2023-09-04,Москва,youtube,4077.88,46
2023-09-04,Самара,influencers,1358.61,4
2023-09-01,Ростов-на-Дону,google,1557.22,44
2023-09-05,Казань,youtube,2757.24,98
2023-09-05,Казань,facebook,4625.74,80
2023-09-04,Москва,influencers,1833.15,64
2023-09-02,Москва,tv,3742.15,35
2023-09-05,Омск,google,1636.11,29
2023-09-05,Ростов-на-Дону,tv,1929.2,39
2023-09-01,Челябинск,influencers,934.02,88
2023-09-03,Санкт-Петербург,google,3911.08,70
2023-09-02,Москва,facebook,357.75,16
2023-09-05,Москва,facebook,398.68,27
2023-09-02,Москва,tv,1309.1,21
2023-09-04,Москва,tv,1099.9,38
2023-09-01,Омск,instagram,169.14,4
2023-09-02,Санкт-Петербург,tv,2371.72,29
2023-09-04,Москва,tv,4443.92,96
2023-09-04,Москва,youtube,931.72,96
2023-09-03,Нижний Новгород,instagram,405.22,74
2023-09-04,Екатеринбург,facebook,869.49,82
2023-09-03,Москва,facebook,2218.24,44
2023-09-03,Санкт-Петербург,google,3771.98,33
2023-09-04,Новосибирск,instagram,2677.05,93
2023-09-04,Санкт-Петербург,influencers,978.21,46
2023-09-05,Санкт-Петербург,tv,4415.72,19
2023-09-05,Санкт-Петербург,facebook,4405.17,8
2023-09-01,Санкт-Петербург,google,826.08,40
2023-09-05,Челябинск,facebook,2050.48,60
2023-09-03,Новосибирск,influencers,3399.12,75
2023-09-01,Москва,google,4263.84,87
2023-09-04,Самара,google,141.79,90
2023-09-01,Москва,instagram,2885.33,74
2023-09-03,Екатеринбург,influencers,1338.02,67
2023-09-02,Москва,influencers,643.89,92
2023-09-05,Челябинск,facebook,1070.27,49
2023-09-05,Санкт-Петербург,instagram,1315.25,70
2023-09-03,Санкт-Петербург,facebook,2768.8,88
2023-09-05,Москва,tv,3506.95,96
2023-09-04,Москва,influencers,4209.2,13
2023-09-05,Москва,instagram,3580.22,53
2023-09-05,Санкт-Петербург,google,781.04,68
2023-09-05,Москва,youtube,2215.49,32
2023-09-05,Санкт-Петербург,facebook,2427.58,16
2023-09-04,Москва,facebook,4416.46,92
2023-09-01,Москва,youtube,964.59,5
2023-09-03,Москва,google,4312.21,11
2023-09-01,Москва,youtube,1617.15,97
2023-09-04,Москва,instagram,3057.18,97
2023-09-03,Москва,influencers,1484.07,13
2023-09-05,Москва,google,1670.42,97
2023-09-02,Москва,influencers,1682.32,49
2023-09-02,Москва,influencers,4936.49,15
2023-09-01,Санкт-Петербург,youtube,2572.14,45
2023-09-03,Санкт-Петербург,facebook,540.43,4
2023-09-03,Москва,tv,1772.92,70
2023-09-04,Москва,tv,122.9,88
2023-09-03,Санкт-Петербург,instagram,1830.84,91
2023-09-01,Санкт-Петербург,google,3510.58,19
2023-09-04,Санкт-Петербург,google,3898.0,77
2023-09-05,Санкт-Петербург,google,279.48,62
2023-09-01,Москва,facebook,3267.81,17
2023-09-02,Санкт-Петербург,instagram,2510.24,47
2023-09-02,Санкт-Петербург,instagram,4387.91,1
2023-09-03,Москва,tv,2890.22,21
2023-09-03,Москва,facebook,4779.78,13
2023-09-02,Москва,google,1814.71,17
2023-09-01,Москва,facebook,3025.75,35
2023-09-03,Москва,facebook,1485.19,58
2023-09-05,Москва,tv,1696.62,25
2023-09-04,Москва,instagram,1659.32,86
2023-09-02,Челябинск,instagram,1315.19,5
2023-09-04,Санкт-Петербург,influencers,3112.38,41
2023-09-03,Москва,instagram,2996.81,78
2023-09-02,Санкт-Петербург,influencers,959.32,71
2023-09-04,Екатеринбург,facebook,2980.4,96
2023-09-01,Новосибирск,google,4002.51,2
2023-09-05,Ростов-на-Дону,youtube,1018.54,37
2023-09-04,Москва,youtube,720.85,78
2023-09-01,Москва,influencers,513.48,26
2023-09-04,Челябинск,youtube,2078.82,8
2023-09-05,Санкт-Петербург,youtube,4018.53,91
2023-09-05,Москва,influencers,1181.04,92
2023-09-01,Челябинск,youtube,126.31,56
2023-09-02,Санкт-Петербург,google,2050.65,93
2023-09-01,Москва,facebook,1379.51,72
2023-09-02,Москва,instagram,1773.33,5
2023-09-01,Москва,influencers,3570.1,89
2023-09-03,Уфа,youtube,230.7,91
2023-09-01,Москва,influencers,4049.09,4
2023-09-02,Москва,influencers,1464.17,32
2023-09-02,Москва,influencers,2644.25,48
2023-09-02,Ростов-на-Дону,facebook,3917.87,58
2023-09-01,Челябинск,tv,1089.4,86
2023-09-01,Москва,facebook,2235.06,86
2023-09-02,Нижний Новгород,facebook,3672.8,81
2023-09-03,Санкт-Петербург,youtube,4631.48,38
2023-09-03,Москва,youtube,1638.83,93
2023-09-04,Челябинск,instagram,4764.97,31
2023-09-01,Москва,influencers,2190.69,17
2023-09-02,Москва,tv,4578.36,63
2023-09-03,Москва,facebook,3081.01,94
2023-09-04,Москва,influencers,2253.11,92
2023-09-02,Екатеринбург,influencers,2633.1,20
2023-09-05,Москва,facebook,816.03,51
2023-09-04,Москва,facebook,1046.72,21
2023-09-03,Москва,google,4751.79,20
2023-09-01,Москва,tv,3680.29,1
2023-09-02,Москва,google,1870.45,44
2023-09-01,Санкт-Петербург,youtube,3833.76,48
2023-09-03,Москва,influencers,592.44,26
2023-09-05,Москва,google,3622.25,96
2023-09-05,Ростов-на-Дону,influencers,1171.61,45
2023-09-03,Москва,tv,2340.48,78
2023-09-01,Санкт-Петербург,influencers,4071.02,17
2023-09-04,Москва,influencers,2001.4,37
2023-09-03,Санкт-Петербург,influencers,1781.24,67
2023-09-04,Москва,facebook,4083.5,35
2023-09-01,Москва,google,691.35,64
2023-09-01,Москва,facebook,2289.18,70
2023-09-02,Санкт-Петербург,google,448.78,17
2023-09-03,Москва,tv,799.26,42
2023-09-04,Санкт-Петербург,tv,4984.06,60
2023-09-01,Екатеринбург,influencers,419.14,13
2023-09-04,Санкт-Петербург,influencers,2493.04,31
2023-09-01,Москва,youtube,4796.16,43
2023-09-01,Москва,google,217.73,3
2023-09-02,Казань,influencers,1398.32,30
2023-09-03,Москва,tv,1987.5,73
2023-09-03,Омск,tv,4510.17,11
2023-09-05,Омск,google,3236.0,96
2023-09-05,Екатеринбург,google,2077.0,84
2023-09-04,Омск,influencers,1366.95,29
2023-09-01,Москва,facebook,267.43,82
2023-09-04,Новосибирск,facebook,1638.03,42
2023-09-05,Москва,google,894.4,27
2023-09-04,Челябинск,facebook,1855.28,61
2023-09-05,Уфа,youtube,3197.29,77
2023-09-05,Москва,instagram,3099.23,81
2023-09-05,Москва,tv,2460.45,34
2023-09-02,Москва,google,3044.41,85
2023-09-01,Уфа,instagram,4714.96,22
2023-09-01,Москва,tv,3821.68,66
2023-09-04,Москва,influencers,4600.47,82
2023-09-01,Казань,tv,3274.61,81
2023-09-02,Ростов-на-Дону,instagram,1546.55,96
2023-09-05,Москва,google,1830.99,41
2023-09-01,Москва,youtube,929.83,19
2023-09-02,Уфа,google,2144.54,6
2023-09-02,Санкт-Петербург,instagram,2381.69,76
2023-09-03,Москва,youtube,4649.12,97
2023-09-01,Санкт-Петербург,tv,1126.59,56
2023-09-05,Уфа,youtube,2663.01,2
2023-09-03,Москва,youtube,4919.6,95
2023-09-01,Москва,instagram,3447.98,85
2023-09-01,Самара,influencers,2625.46,85
2023-09-03,Москва,instagram,1350.94,29
2023-09-05,Москва,youtube,1551.78,9
2023-09-05,Челябинск,influencers,3529.44,65
2023-09-02,Санкт-Петербург,instagram,897.36,43
2023-09-02,Москва,youtube,930.12,16
2023-09-02,Москва,google,1877.38,24
2023-09-03,Казань,instagram,4100.26,21
2023-09-04,Москва,instagram,2588.7,63
2023-09-05,Москва,instagram,3008.05,11
2023-09-03,Санкт-Петербург,facebook,1373.88,36
2023-09-04,Санкт-Петербург,google,79.78,39
2023-09-03,Санкт-Петербург,youtube,2247.61,97
2023-09-03,Москва,influencers,1213.11,39
2023-09-05,Москва,instagram,1300.27,68
2023-09-03,Москва,google,328.29,17
2023-09-01,Москва,instagram,2853.14,83
2023-09-01,Москва,facebook,1292.53,53
2023-09-03,Москва,tv,1060.67,11
2023-09-01,Челябинск,youtube,1254.08,23
2023-09-04,Москва,influencers,2877.23,33
2023-09-01,Москва,instagram,3625.33,47
2023-09-05,Санкт-Петербург,youtube,955.12,30
2023-09-05,Санкт-Петербург,influencers,4153.4,57
2023-09-01,Москва,facebook,600.06,60
2023-09-02,Москва,youtube,4563.59,13
2023-09-05,Москва,google,1659.21,49
2023-09-01,Санкт-Петербург,google,2279.16,36
2023-09-05,Москва,youtube,4613.59,2
2023-09-05,Санкт-Петербург,influencers,4490.56,75
2023-09-01,Москва,facebook,4780.75,57
2023-09-05,Ростов-на-Дону,tv,3595.35,88
2023-09-03,Омск,influencers,3868.21,35
2023-09-04,Москва,youtube,1545.4,53
2023-09-04,Санкт-Петербург,google,2398.25,99
2023-09-02,Санкт-Петербург,instagram,1366.58,36
2023-09-01,Уфа,instagram,720.21,38
2023-09-03,Москва,google,2091.4,79
2023-09-01,Москва,facebook,2366.88,9
2023-09-01,Москва,google,4987.41,39
2023-09-02,Омск,google,3171.29,80
2023-09-01,Санкт-Петербург,youtube,4473.36,55
2023-09-05,Москва,influencers,949.42,29
2023-09-02,Самара,google,308.72,14
2023-09-05,Самара,instagram,3994.32,29
2023-09-02,Омск,facebook,3299.82,67
2023-09-05,Челябинск,influencers,412.05,62
2023-09-03,Нижний Новгород,facebook,1118.87,29
2023-09-03,Москва,facebook,224.4,74
2023-09-04,Москва,influencers,474.62,7
2023-09-05,Москва,instagram,4671.26,12
2023-09-01,Москва,instagram,4164.57,87
2023-09-03,Москва,instagram,2952.21,18
2023-09-01,Екатеринбург,google,4004.06,27
2023-09-02,Москва,instagram,4400.39,15
2023-09-02,Новосибирск,influencers,1360.73,81
2023-09-03,Санкт-Петербург,tv,1872.54,49
2023-09-05,Москва,tv,4509.31,42
2023-09-01,Челябинск,tv,812.74,41
2023-09-03,Москва,youtube,1992.37,63
2023-09-05,Москва,facebook,1136.32,5
2023-09-04,Санкт-Петербург,youtube,3642.82,10
2023-09-04,Уфа,youtube,2030.16,84
2023-09-02,Санкт-Петербург,youtube,210.38,56
2023-09-02,Ростов-на-Дону,google,367.29,35
2023-09-05,Самара,google,1384.83,29
2023-09-05,Санкт-Петербург,tv,803.81,87
2023-09-01,Москва,google,1630.53,54
2023-09-05,Санкт-Петербург,google,2455.12,100
2023-09-04,Ростов-на-Дону,tv,4152.05,54
2023-09-02,Москва,google,1587.68,93
2023-09-04,Санкт-Петербург,instagram,2272.27,93
2023-09-03,Москва,instagram,2958.13,19
2023-09-01,Москва,facebook,1574.99,84
2023-09-03,Москва,google,569.57,76
2023-09-04,Москва,youtube,2983.74,2
2023-09-04,Омск,influencers,88.33,76
2023-09-03,Москва,google,4489.74,18
2023-09-01,Ростов-на-Дону,tv,1533.39,62
2023-09-04,Санкт-Петербург,instagram,4039.87,17
2023-09-03,Нижний Новгород,facebook,2122.03,46
2023-09-02,Москва,tv,1804.6,81
2023-09-04,Ростов-на-Дону,influencers,4220.51,81
2023-09-02,Москва,google,301.65,71
2023-09-01,Казань,google,2827.96,38
2023-09-03,Москва,tv,1228.05,89
2023-09-02,Москва,facebook,568.12,49
2023-09-04,Новосибирск,instagram,3325.65,41
2023-09-01,Москва,facebook,3188.96,10
2023-09-03,Санкт-Петербург,influencers,4310.79,45
2023-09-01,Санкт-Петербург,tv,4265.78,47
2023-09-01,Екатеринбург,youtube,4620.31,76
2023-09-05,Самара,influencers,4842.29,20
2023-09-01,Москва,youtube,2259.31,83
2023-09-05,Челябинск,influencers,1223.38,95
2023-09-01,Москва,google,2861.51,58
2023-09-03,Москва,tv,3124.67,99
2023-09-01,Омск,influencers,885.73,86
2023-09-03,Санкт-Петербург,facebook,2839.73,32
2023-09-05,Москва,instagram,4304.36,45
2023-09-01,Казань,google,3628.78,86
2023-09-03,Новосибирск,instagram,963.24,83
2023-09-04,Москва,google,3678.92,79
2023-09-04,Москва,tv,2978.79,25
2023-09-02,Санкт-Петербург,youtube,443.16,76
2023-09-04,Омск,influencers,4176.37,9
2023-09-02,Москва,instagram,1755.86,13
2023-09-01,Ростов-на-Дону,instagram,4226.29,75
2023-09-04,Москва,youtube,3855.13,71
2023-09-02,Санкт-Петербург,tv,3547.74,28
2023-09-01,Новосибирск,google,531.77,55
2023-09-02,Москва,instagram,1026.9,37
2023-09-05,Казань,instagram,2975.15,38
2023-09-04,Москва,google,1328.42,21
2023-09-01,Москва,instagram,4188.22,50
2023-09-04,Москва,google,4965.64,61
2023-09-02,Санкт-Петербург,facebook,3884.9,64
2023-09-01,Москва,influencers,4005.18,94
2023-09-03,Ростов-на-Дону,influencers,1487.77,53
2023-09-04,Екатеринбург,instagram,3101.6,26
2023-09-05,Москва,influencers,121.53,6
2023-09-05,Новосибирск,tv,3869.0,73
2023-09-02,Нижний Новгород,facebook,801.11,74
2023-09-01,Москва,tv,4083.72,93
2023-09-03,Ростов-на-Дону,youtube,4626.71,19
2023-09-05,Москва,instagram,4752.44,96
2023-09-03,Москва,tv,1616.74,84
2023-09-03,Санкт-Петербург,instagram,843.36,44
2023-09-01,Москва,influencers,3000.7,79
2023-09-02,Москва,youtube,139.11,86
2023-09-03,Санкт-Петербург,tv,3974.16,30
2023-09-02,Москва,instagram,4332.69,93
2023-09-04,Санкт-Петербург,influencers,3758.47,66
2023-09-04,Москва,google,2378.52,72
2023-09-03,Москва,youtube,4627.47,32
2023-09-05,Нижний Новгород,tv,313.97,28
2023-09-01,Санкт-Петербург,google,2026.52,14
2023-09-05,Москва,influencers,2880.15,53
2023-09-05,Нижний Новгород,google,2388.04,71
2023-09-01,Новосибирск,tv,1199.82,34
2023-09-05,Санкт-Петербург,youtube,2347.5,7
2023-09-04,Санкт-Петербург,youtube,2524.24,54
2023-09-02,Москва,instagram,1198.21,15
2023-09-03,Омск,youtube,352.96,32
2023-09-04,Москва,influencers,4165.65,100
2023-09-03,Москва,influencers,4808.66,74
2023-09-01,Самара,tv,199.93,2
2023-09-03,Санкт-Петербург,youtube,2487.82,64
2023-09-03,Москва,instagram,1339.43,16
2023-09-05,Москва,youtube,3032.16,17
2023-09-02,Москва,facebook,3004.53,34
2023-09-04,Уфа,influencers,3230.16,64
2023-09-03,Санкт-Петербург,facebook,4664.72,84
2023-09-02,Москва,influencers,136.76,39
2023-09-03,Новосибирск,instagram,2173.17,12
2023-09-03,Санкт-Петербург,instagram,2463.7,92
2023-09-01,Москва,instagram,3719.72,6
2023-09-03,Москва,facebook,2325.96,49
2023-09-03,Самара,instagram,1012.44,58
2023-09-02,Москва,instagram,2173.68,19
2023-09-05,Москва,youtube,2901.76,79
2023-09-05,Санкт-Петербург,influencers,2451.83,48
2023-09-02,Казань,instagram,388.06,70
2023-09-03,Москва,instagram,4209.75,63
2023-09-04,Москва,google,1939.32,44
2023-09-05,Москва,google,1390.24,57
2023-09-04,Москва,influencers,989.61,55
2023-09-05,Москва,tv,313.76,43
2023-09-03,Москва,youtube,196.91,19
2023-09-01,Омск,youtube,4064.53,21
2023-09-04,Москва,google,816.99,59
2023-09-04,Москва,youtube,257.86,97
2023-09-02,Москва,instagram,4834.81,58
2023-09-02,Москва,youtube,3796.55,74
2023-09-05,Санкт-Петербург,influencers,3757.21,91
2023-09-04,Санкт-Петербург,tv,4014.25,74
2023-09-02,Санкт-Петербург,youtube,3845.47,63
2023-09-01,Екатеринбург,youtube,3316.22,6
2023-09-04,Ростов-на-Дону,influencers,78.16,10
2023-09-05,Москва,google,1106.71,38
2023-09-05,Челябинск,tv,1393.43,26
2023-09-03,Москва,tv,1985.68,2
2023-09-03,Москва,tv,149.25,85
2023-09-05,Санкт-Петербург,youtube,2465.01,66
2023-09-03,Москва,influencers,1112.64,20
2023-09-02,Санкт-Петербург,google,246.9,71
2023-09-04,Санкт-Петербург,influencers,1956.41,53
2023-09-01,Москва,instagram,1757.82,62
2023-09-03,Челябинск,google,2535.68,76
2023-09-05,Москва,google,890.4,76
2023-09-05,Санкт-Петербург,youtube,3053.51,92
2023-09-03,Екатеринбург,influencers,1993.56,21
2023-09-05,Москва,influencers,2216.16,11
2023-09-02,Санкт-Петербург,google,2195.35,91
2023-09-01,Москва,instagram,2523.44,16
2023-09-01,Москва,facebook,612.58,82
2023-09-03,Санкт-Петербург,instagram,1233.6,98
2023-09-01,Санкт-Петербург,influencers,3581.08,22
